timestamp,aggregate,temperature,holiday
2023-01-01 00:00:00,1120.6230261755309,16.13835527115488,0
2023-01-01 00:01:00,565.6914715466646,16.50986215960062,0
2023-01-01 00:02:00,415.2634693401974,16.01263247432509,0
2023-01-01 00:03:00,463.92461546543854,15.470348611449197,0
2023-01-01 00:04:00,536.1612410495095,15.353392353935677,0
2023-01-01 00:05:00,519.3799307726728,14.473504710438199,0
2023-01-01 00:06:00,460.1900156332181,15.264704153387951,0
2023-01-01 00:07:00,519.1741278318035,14.876515221781949,0
2023-01-01 00:08:00,548.4791388814238,15.087779195755305,0
2023-01-01 00:09:00,466.145111546995,14.571031253947147,0
2023-01-01 00:10:00,524.7012585529765,16.51269866696431,0
2023-01-01 00:11:00,548.6602703763024,14.441679267856607,0
2023-01-01 00:12:00,392.77858206167446,15.304077646215308,0
2023-01-01 00:13:00,495.731679397013,15.73192048159817,0
2023-01-01 00:14:00,556.860657829058,14.978933251656334,0
2023-01-01 00:15:00,527.7860273123222,14.755784988054629,0
2023-01-01 00:16:00,422.3631052100648,15.407375223199088,0
2023-01-01 00:17:00,445.88190839527516,15.890924858599668,0
2023-01-01 00:18:00,528.770938822785,13.580221224445221,0
2023-01-01 00:19:00,627.807579761851,15.565046821823643,0
2023-01-01 00:20:00,411.55289014356345,14.782082146802319,0
2023-01-01 00:21:00,608.5390628582612,16.250925512556776,0
2023-01-01 00:22:00,474.09442965355373,13.888011882405918,0
2023-01-01 00:23:00,483.2820418415333,15.537432287939037,0
2023-01-01 00:24:00,608.3421630812479,16.869920557265946,0
2023-01-01 00:25:00,579.1337156999224,14.415792561151536,0
2023-01-01 00:26:00,540.3129696502205,14.702652783747432,0
2023-01-01 00:27:00,591.0624120611219,16.2544191529549,0
2023-01-01 00:28:00,547.9936095315505,14.571906895191333,0
2023-01-01 00:29:00,551.1694347395903,17.07198995736961,0
2023-01-01 00:30:00,444.745510295738,15.881480154004956,0
2023-01-01 00:31:00,621.5512052344695,16.117925623799067,0
2023-01-01 00:32:00,543.933389852448,15.895410441172054,0
2023-01-01 00:33:00,500.4479015943374,13.524315834840596,0
2023-01-01 00:34:00,573.1201445842073,15.07884374914289,0
2023-01-01 00:35:00,536.4593430718984,13.023601739604999,0
2023-01-01 00:36:00,594.4561760070739,15.286965850476307,0
2023-01-01 00:37:00,569.5373311749784,15.363069980258008,0
2023-01-01 00:38:00,586.0983382999729,15.002030957327332,0
2023-01-01 00:39:00,493.77846733754444,14.81291506922265,0
2023-01-01 00:40:00,597.3670002279662,15.701317839858804,0
2023-01-01 00:41:00,502.10826377023966,13.791235437222038,0
2023-01-01 00:42:00,598.0753858155933,14.416626714804098,0
2023-01-01 00:43:00,552.9772229542273,15.969882268075226,0
2023-01-01 00:44:00,563.567013331619,15.496208936542262,0
2023-01-01 00:45:00,455.2222499820079,17.33622976283092,0
2023-01-01 00:46:00,613.7254782895955,15.116112805060775,0
2023-01-01 00:47:00,563.3303992485035,14.69757113379687,0
2023-01-01 00:48:00,510.3293972585781,16.32192143242554,0
2023-01-01 00:49:00,559.9463880863578,16.529936913649124,0
2023-01-01 00:50:00,599.5945919999775,14.649947045054478,0
2023-01-01 00:51:00,531.9197144413833,15.015444883784763,0
